CompanyName,YearMonth,MonthlyRevenue,MonthlyOrders
"Paris spécialités",2015-09,63225.21,2
"Furia Bacalhau e Frutos do Mar",2015-09,59750.18,1
"Hungry Coyote Import Store",2015-09,57633.15,1
"Hanari Carnes",2015-09,54690.65,1
"Lehmanns Marktstand",2015-09,54633.56,1
"Familia Arquibaldo",2015-09,51925.15,1
"Lonesome Pine Restaurant",2015-09,51809.98,1
LILA-Supermercado,2015-09,51135.23,1
"Rattlesnake Canyon Grocery",2015-09,50981.7,1
"Bólido Comidas preparadas",2015-09,47443.55,2
"Blauer See Delikatessen",2015-09,46125.18,2
"Chop-suey Chinese",2015-09,43977.08,1
"Wolski  Zajazd",2015-09,43196.88,2
"Bon app'",2015-09,41570.32,1
"Old World Delicatessen",2015-09,36420.36,2
Frankenversand,2015-09,34197.16,2
"Ana Trujillo Emparedados y helados",2015-09,32075.61,1
"White Clover Markets",2015-09,29240.83,1
"Great Lakes Food Market",2015-09,28846.92,1
"Ricardo Adocicados",2015-09,28510.44,1
"La corne d'abondance",2015-09,28064.82,1
"Split Rail Beer & Ale",2015-09,27620.9,2
"Berglunds snabbköp",2015-09,27132.95,1
"Let's Stop N Shop",2015-09,26663.12,3
"Comércio Mineiro",2015-09,26025.08,1
"Franchi S.p.A.",2015-09,23059.29,1
"Godos Cocina Típica",2015-09,21167.73,2
"Island Trading",2015-09,18493.48,2
"Reggiani Caseifici",2015-09,15466.1,1
GROSELLA-Restaurante,2015-09,9426.21,1
"Suprêmes délices",2015-09,9008.44,1
LINO-Delicateses,2015-09,4276.45,1
"Rancho grande",2015-09,2904.61,1
"Vins et alcools Chevalier",2015-09,2245.0,1
"Comércio Mineiro",2015-10,234974.69,6
"Ottilies Käseladen",2015-10,139121.63,3
"Tradição Hipermercados",2015-10,138211.71,3
"Piccolo und mehr",2015-10,112309.38,3
IT,2015-10,108558.1,3
"Ana Trujillo Emparedados y helados",2015-10,106792.65,5
"Ernst Handel",2015-10,104549.08,3
"Lehmanns Marktstand",2015-10,102356.82,4
"Océano Atlántico Ltda.",2015-10,96712.41,3
"Let's Stop N Shop",2015-10,94241.34,4
"Romero y tomillo",2015-10,86034.17,3
"Santé Gourmet",2015-10,85744.45,2
"Berglunds snabbköp",2015-10,79336.29,3
"Bólido Comidas preparadas",2015-10,77089.55,3
"Seven Seas Imports",2015-10,75649.87,4
"Vins et alcools Chevalier",2015-10,71668.07,2
"Antonio Moreno Taquería",2015-10,71513.86,2
"Old World Delicatessen",2015-10,71109.33,3
"Wolski  Zajazd",2015-10,64880.78,3
"Island Trading",2015-10,63920.79,2
"Great Lakes Food Market",2015-10,60908.53,2
LINO-Delicateses,2015-10,55227.99,1
HILARION-Abastos,2015-10,54767.0,1
"Wilman Kala",2015-10,54474.14,2
"France restauration",2015-10,52913.82,1
"Du monde entier",2015-10,52814.7,2
"Queen Cozinha",2015-10,52341.13,1
"Blauer See Delikatessen",2015-10,51514.39,2
"Blondesddsl père et fils",2015-10,50070.33,1
"Wellington Importadora",2015-10,49659.59,1
QUICK-Stop,2015-10,49596.59,2
"Galería del gastrónomo",2015-10,48719.8,2
"Hungry Owl All-Night Grocers",2015-10,47957.56,1
"Simons bistro",2015-10,45233.21,1
"Gourmet Lanchonetes",2015-10,45199.02,2
"The Big Cheese",2015-10,44963.34,2
"La corne d'abondance",2015-10,42997.67,1
"Spécialités du monde",2015-10,42615.06,1
"Victuailles en stock",2015-10,42096.54,1
"Ricardo Adocicados",2015-10,40853.11,3
"Pericles Comidas clásicas",2015-10,39750.66,1
"La maison d'Asie",2015-10,38123.97,1
"Tortuga Restaurante",2015-10,37092.75,1
GROSELLA-Restaurante,2015-10,36320.29,1
"Suprêmes délices",2015-10,34757.25,2
"Toms Spezialitäten",2015-10,30982.32,1
"Richter Supermarkt",2015-10,30213.26,1
"Hanari Carnes",2015-10,30172.45,1
Vaffeljernet,2015-10,26154.21,1
"Familia Arquibaldo",2015-10,24366.38,1
"Que Delícia",2015-10,21595.9,1
"Folies gourmandes",2015-10,21298.2,1
"Laughing Bacchus Wine Cellars",2015-10,21079.8,1
"Godos Cocina Típica",2015-10,20778.24,1
"FISSA Fabrica Inter. Salchichas S.A.",2015-10,15567.55,1
"Eastern Connection",2015-10,14748.0,1
"Morgenstern Gesundkost",2015-10,13818.52,1
"Drachenblut Delikatessen",2015-10,11184.84,1
"Consolidated Holdings",2015-10,8335.08,1
"Hungry Coyote Import Store",2015-10,4892.6,1
"Mère Paillarde",2015-10,3053.2,1
"Split Rail Beer & Ale",2015-10,2890.65,1
HILARION-Abastos,2015-11,164654.54,5
"Hungry Coyote Import Store",2015-11,149092.42,4
"Consolidated Holdings",2015-11,137943.4,4
"Die Wandernde Kuh",2015-11,120600.32,3
"Maison Dewey",2015-11,107995.1,3
"Franchi S.p.A.",2015-11,106191.54,4
"Great Lakes Food Market",2015-11,93686.67,3
"Berglunds snabbköp",2015-11,91670.29,3
"Trail's Head Gourmet Provisioners",2015-11,90020.12,3
"White Clover Markets",2015-11,87090.62,3
"Blondesddsl père et fils",2015-11,80525.94,2
"Comércio Mineiro",2015-11,79585.51,4
QUICK-Stop,2015-11,76523.3,2
"Ottilies Käseladen",2015-11,73387.07,2
"Rattlesnake Canyon Grocery",2015-11,72138.98,3
North/South,2015-11,71436.55,3
"Princesa Isabel Vinhos",2015-11,71274.76,3
"Océano Atlántico Ltda.",2015-11,71067.79,2
Frankenversand,2015-11,70776.83,2
"Centro comercial Moctezuma",2015-11,67820.85,3
"Save-a-lot Markets",2015-11,67241.9,2
"Piccolo und mehr",2015-11,65673.14,2
"Gourmet Lanchonetes",2015-11,60993.77,3
"Rancho grande",2015-11,59846.7,2
"Magazzini Alimentari Riuniti",2015-11,59338.92,2
"Suprêmes délices",2015-11,58149.1,2
"Victuailles en stock",2015-11,54967.89,2
"Folk och fä HB",2015-11,54109.11,2
"Pericles Comidas clásicas",2015-11,53592.46,1
"Wilman Kala",2015-11,50355.84,2
"Furia Bacalhau e Frutos do Mar",2015-11,48477.54,1
"Tradição Hipermercados",2015-11,44568.39,3
"Alfreds Futterkiste",2015-11,44554.96,1
"Folies gourmandes",2015-11,42271.53,3
"Ana Trujillo Emparedados y helados",2015-11,41723.18,2
"Tortuga Restaurante",2015-11,39644.56,1
"Toms Spezialitäten",2015-11,39383.05,1
"Mère Paillarde",2015-11,33553.57,2
"Reggiani Caseifici",2015-11,32557.66,1
"Wellington Importadora",2015-11,31838.09,1
"Drachenblut Delikatessen",2015-11,29256.98,2
Vaffeljernet,2015-11,27435.33,1
"Ernst Handel",2015-11,26859.56,1
"Blauer See Delikatessen",2015-11,24504.26,1
"Romero y tomillo",2015-11,23321.04,1
IT,2015-11,21498.59,2
"Let's Stop N Shop",2015-11,21449.45,1
"Hanari Carnes",2015-11,20560.15,1
"La corne d'abondance",2015-11,20318.26,2
"The Cracker Box",2015-11,19063.6,1
"Du monde entier",2015-11,17875.03,1
"Queen Cozinha",2015-11,16173.61,1
"Lehmanns Marktstand",2015-11,13337.83,2
LILA-Supermercado,2015-11,12185.8,1
LINO-Delicateses,2015-11,11389.8,2
"Galería del gastrónomo",2015-11,9612.29,3
"Morgenstern Gesundkost",2015-11,9515.55,1
"Bon app'",2015-11,9379.71,1
"Richter Supermarkt",2015-11,8501.9,1
"Wartian Herkku",2015-11,7846.67,1
"Santé Gourmet",2015-11,7795.5,1
"Bottom-Dollar Markets",2015-11,7784.61,2
"Cactus Comidas para llevar",2015-11,4672.2,1
"France restauration",2015-11,3950.91,1
"Lonesome Pine Restaurant",2015-11,2930.5,1
"Simons bistro",2015-11,2557.0,1
"Around the Horn",2015-11,2369.25,1
"La maison d'Asie",2015-11,522.75,1
"Godos Cocina Típica",2015-11,128.8,1
"Santé Gourmet",2015-12,192132.46,5
"FISSA Fabrica Inter. Salchichas S.A.",2015-12,153363.84,4
"Paris spécialités",2015-12,141728.75,6
"Island Trading",2015-12,137494.86,4
"Ricardo Adocicados",2015-12,126913.94,4
"Tradição Hipermercados",2015-12,126692.09,4
"Suprêmes délices",2015-12,124244.07,4
"Ottilies Käseladen",2015-12,121567.15,4
"Hungry Owl All-Night Grocers",2015-12,115938.76,5
"Familia Arquibaldo",2015-12,112561.37,3
"Lehmanns Marktstand",2015-12,112425.55,3
"Toms Spezialitäten",2015-12,111736.51,2
"Océano Atlántico Ltda.",2015-12,109642.73,3
"B's Beverages",2015-12,103371.36,2
IT,2015-12,97552.92,3
"Mère Paillarde",2015-12,93965.27,2
"Queen Cozinha",2015-12,79464.77,4
HILARION-Abastos,2015-12,76390.88,3
"The Big Cheese",2015-12,72653.33,2
"Folk och fä HB",2015-12,71699.58,2
"Die Wandernde Kuh",2015-12,69802.96,2
"Victuailles en stock",2015-12,68919.0,1
North/South,2015-12,67364.14,2
"Centro comercial Moctezuma",2015-12,64141.26,2
"Franchi S.p.A.",2015-12,63891.74,2
"Eastern Connection",2015-12,62525.98,2
"Around the Horn",2015-12,62389.21,2
"Consolidated Holdings",2015-12,60563.07,2
"Magazzini Alimentari Riuniti",2015-12,58073.64,1
"Simons bistro",2015-12,58004.39,1
"Vins et alcools Chevalier",2015-12,57877.43,2
"Wolski  Zajazd",2015-12,57495.35,1
"Cactus Comidas para llevar",2015-12,56853.61,2
"Antonio Moreno Taquería",2015-12,56624.34,1
"Que Delícia",2015-12,53718.64,2
"Berglunds snabbköp",2015-12,52437.32,1
"Rancho grande",2015-12,52180.59,2
"Rattlesnake Canyon Grocery",2015-12,46911.25,3
"Bottom-Dollar Markets",2015-12,44453.09,1
"Let's Stop N Shop",2015-12,41078.64,2
"Piccolo und mehr",2015-12,38551.42,1
"Blondesddsl père et fils",2015-12,33695.48,1
"Split Rail Beer & Ale",2015-12,33551.42,1
"Princesa Isabel Vinhos",2015-12,32666.56,3
"Alfreds Futterkiste",2015-12,32248.5,1
"Godos Cocina Típica",2015-12,26644.16,2
"Ernst Handel",2015-12,25721.79,1
"Tortuga Restaurante",2015-12,24938.07,1
GROSELLA-Restaurante,2015-12,24332.59,1
"Old World Delicatessen",2015-12,23324.0,1
"La corne d'abondance",2015-12,22304.86,1
LINO-Delicateses,2015-12,21299.54,2
LILA-Supermercado,2015-12,20130.44,1
"Hanari Carnes",2015-12,19793.13,1
QUICK-Stop,2015-12,19553.38,1
"Drachenblut Delikatessen",2015-12,19513.87,1
"Gourmet Lanchonetes",2015-12,17956.42,1
"Blauer See Delikatessen",2015-12,13876.61,1
"Richter Supermarkt",2015-12,13595.24,1
"Wellington Importadora",2015-12,13329.83,1
"Bon app'",2015-12,10193.79,2
"Laughing Bacchus Wine Cellars",2015-12,9024.06,1
"Wartian Herkku",2015-12,8878.55,1
"White Clover Markets",2015-12,8000.7,1
"Romero y tomillo",2015-12,6654.3,1
"Lazy K Kountry Store",2015-12,6472.05,1
"Reggiani Caseifici",2015-12,6450.35,1
"Bólido Comidas preparadas",2015-12,3175.75,1
"Seven Seas Imports",2015-12,2106.4,1
"The Cracker Box",2015-12,1805.5,2
"Wilman Kala",2015-12,1531.1,1
"Ana Trujillo Emparedados y helados",2015-12,132.35,1
"Pericles Comidas clásicas",2016-01,193871.92,5
IT,2016-01,162707.72,5
"Que Delícia",2016-01,151851.05,3
"Split Rail Beer & Ale",2016-01,125143.38,3
"Princesa Isabel Vinhos",2016-01,120526.1,3
"Wolski  Zajazd",2016-01,115607.9,2
"Morgenstern Gesundkost",2016-01,109329.19,3
"Drachenblut Delikatessen",2016-01,101400.71,3
"Seven Seas Imports",2016-01,95243.7,3
"Magazzini Alimentari Riuniti",2016-01,92094.93,2
"Toms Spezialitäten",2016-01,84437.84,2
Frankenversand,2016-01,82877.76,2
"Gourmet Lanchonetes",2016-01,82036.48,3
"Die Wandernde Kuh",2016-01,79162.5,2
"Piccolo und mehr",2016-01,75371.72,2
"Rancho grande",2016-01,70895.64,2
"La maison d'Asie",2016-01,67868.85,2
"Spécialités du monde",2016-01,67776.0,2
"Wilman Kala",2016-01,64240.67,2
"Galería del gastrónomo",2016-01,63713.06,2
"Ottilies Käseladen",2016-01,60959.35,1
"The Cracker Box",2016-01,57646.96,2
"Hungry Coyote Import Store",2016-01,55537.9,2
"Suprêmes délices",2016-01,55015.59,2
"Tortuga Restaurante",2016-01,54936.1,1
"Hungry Owl All-Night Grocers",2016-01,54834.91,1
QUICK-Stop,2016-01,54467.13,2
"FISSA Fabrica Inter. Salchichas S.A.",2016-01,54177.94,2
"White Clover Markets",2016-01,54130.44,1
"Save-a-lot Markets",2016-01,52972.89,1
"Consolidated Holdings",2016-01,52801.16,2
"Vins et alcools Chevalier",2016-01,51156.79,3
"Du monde entier",2016-01,50478.6,1
"Queen Cozinha",2016-01,50113.24,1
"Eastern Connection",2016-01,48149.95,2
"Maison Dewey",2016-01,47546.56,1
"Comércio Mineiro",2016-01,45427.41,1
"Folies gourmandes",2016-01,44883.84,1
"Franchi S.p.A.",2016-01,44879.6,3
"Victuailles en stock",2016-01,44017.77,3
"Furia Bacalhau e Frutos do Mar",2016-01,42735.56,1
"Cactus Comidas para llevar",2016-01,42267.02,2
"B's Beverages",2016-01,41788.12,1
"Trail's Head Gourmet Provisioners",2016-01,41026.6,1
"The Big Cheese",2016-01,38576.91,1
"Lonesome Pine Restaurant",2016-01,36428.36,2
"Bottom-Dollar Markets",2016-01,34769.47,2
LINO-Delicateses,2016-01,32138.88,1
GROSELLA-Restaurante,2016-01,31433.78,1
"Berglunds snabbköp",2016-01,31356.75,1
"Alfreds Futterkiste",2016-01,28431.1,2
"Ricardo Adocicados",2016-01,25502.51,1
"Simons bistro",2016-01,25127.0,1
"Blauer See Delikatessen",2016-01,23918.14,1
"Around the Horn",2016-01,23782.95,1
"Wartian Herkku",2016-01,23305.79,1
"Bólido Comidas preparadas",2016-01,23039.81,1
"Lehmanns Marktstand",2016-01,18457.09,1
"Antonio Moreno Taquería",2016-01,16107.25,1
"Wellington Importadora",2016-01,12721.21,1
"Blondesddsl père et fils",2016-01,11983.63,1
"Rattlesnake Canyon Grocery",2016-01,8997.47,1
"Reggiani Caseifici",2016-01,3865.1,1
"The Cracker Box",2016-02,144301.42,4
"Consolidated Holdings",2016-02,114646.9,2
"Königlich Essen",2016-02,97847.6,4
"Vins et alcools Chevalier",2016-02,97808.2,3
"Bon app'",2016-02,97655.25,2
"Bottom-Dollar Markets",2016-02,96138.28,2
"Seven Seas Imports",2016-02,92002.76,2
"The Big Cheese",2016-02,89234.66,2
"Wolski  Zajazd",2016-02,85459.29,2
"Island Trading",2016-02,82653.98,4
"Princesa Isabel Vinhos",2016-02,82541.51,2
"Paris spécialités",2016-02,81945.79,3
"Ana Trujillo Emparedados y helados",2016-02,77269.12,2
"Folk och fä HB",2016-02,76802.4,2
"Blondesddsl père et fils",2016-02,76178.13,2
"Blauer See Delikatessen",2016-02,75476.33,2
"Godos Cocina Típica",2016-02,73409.46,2
"Toms Spezialitäten",2016-02,71673.48,2
"Eastern Connection",2016-02,70848.95,2
"Magazzini Alimentari Riuniti",2016-02,67912.48,2
"Victuailles en stock",2016-02,65569.2,3
LILA-Supermercado,2016-02,64389.01,2
"Mère Paillarde",2016-02,63799.0,2
"Suprêmes délices",2016-02,60139.43,3
"Hungry Owl All-Night Grocers",2016-02,55431.48,1
"Romero y tomillo",2016-02,55054.8,2
"Split Rail Beer & Ale",2016-02,54063.4,1
"Great Lakes Food Market",2016-02,47872.16,1
"Pericles Comidas clásicas",2016-02,46827.83,2
"Die Wandernde Kuh",2016-02,45542.68,2
"Folies gourmandes",2016-02,45260.68,2
"Du monde entier",2016-02,44870.5,1
"Wilman Kala",2016-02,43162.99,1
"Galería del gastrónomo",2016-02,41727.49,2
"Old World Delicatessen",2016-02,41536.49,1
"Spécialités du monde",2016-02,40489.42,1
"Tortuga Restaurante",2016-02,40204.29,1
HILARION-Abastos,2016-02,39933.65,1
"Lonesome Pine Restaurant",2016-02,39039.17,1
"Familia Arquibaldo",2016-02,38982.92,1
"Ernst Handel",2016-02,37571.55,2
IT,2016-02,35791.71,4
"Océano Atlántico Ltda.",2016-02,32526.34,1
"Save-a-lot Markets",2016-02,29851.5,1
North/South,2016-02,29493.92,2
"Let's Stop N Shop",2016-02,27381.17,1
"Drachenblut Delikatessen",2016-02,25403.0,1
"Around the Horn",2016-02,23157.56,1
"Antonio Moreno Taquería",2016-02,22064.2,2
Frankenversand,2016-02,21638.45,1
"Hanari Carnes",2016-02,20443.64,1
"Furia Bacalhau e Frutos do Mar",2016-02,19835.9,1
"Lazy K Kountry Store",2016-02,19562.74,1
"France restauration",2016-02,18423.29,2
"Wellington Importadora",2016-02,17684.53,2
"FISSA Fabrica Inter. Salchichas S.A.",2016-02,15336.67,1
"Queen Cozinha",2016-02,13661.61,1
"Reggiani Caseifici",2016-02,13312.37,1
"Alfreds Futterkiste",2016-02,13227.85,1
"Richter Supermarkt",2016-02,12574.83,1
"Piccolo und mehr",2016-02,10348.03,1
"Morgenstern Gesundkost",2016-02,1911.05,1
"Old World Delicatessen",2016-03,138382.59,5
"Vins et alcools Chevalier",2016-03,133060.87,3
"Let's Stop N Shop",2016-03,130345.4,3
"Galería del gastrónomo",2016-03,110938.52,2
"FISSA Fabrica Inter. Salchichas S.A.",2016-03,109833.71,3
"Morgenstern Gesundkost",2016-03,105970.3,2
"Bottom-Dollar Markets",2016-03,99272.98,5
IT,2016-03,98876.99,3
"The Cracker Box",2016-03,93289.77,2
HILARION-Abastos,2016-03,93163.49,3
"Victuailles en stock",2016-03,90946.38,3
"Ricardo Adocicados",2016-03,89351.99,5
"Que Delícia",2016-03,89326.34,3
"Island Trading",2016-03,87842.66,4
QUICK-Stop,2016-03,87277.04,4
"Ana Trujillo Emparedados y helados",2016-03,84295.31,2
LINO-Delicateses,2016-03,76124.18,2
Frankenversand,2016-03,70002.9,3
LILA-Supermercado,2016-03,66628.57,3
"Königlich Essen",2016-03,65152.37,1
Vaffeljernet,2016-03,62608.47,1
"Cactus Comidas para llevar",2016-03,61383.31,3
"Lonesome Pine Restaurant",2016-03,61329.95,3
"Du monde entier",2016-03,59826.76,3
"Tradição Hipermercados",2016-03,58161.03,3
"Princesa Isabel Vinhos",2016-03,57923.31,1
"Blauer See Delikatessen",2016-03,57311.95,1
"Comércio Mineiro",2016-03,56860.72,2
"Hungry Owl All-Night Grocers",2016-03,54408.78,1
"Bólido Comidas preparadas",2016-03,52289.64,2
"Queen Cozinha",2016-03,52195.43,1
"Godos Cocina Típica",2016-03,52091.21,3
North/South,2016-03,51162.42,2
"La maison d'Asie",2016-03,48872.49,3
"Richter Supermarkt",2016-03,47750.71,2
"Centro comercial Moctezuma",2016-03,47461.06,1
"France restauration",2016-03,45510.44,1
"Laughing Bacchus Wine Cellars",2016-03,43522.32,2
"White Clover Markets",2016-03,41368.51,1
"Seven Seas Imports",2016-03,41214.49,1
"Lazy K Kountry Store",2016-03,40187.94,2
"Antonio Moreno Taquería",2016-03,39850.29,2
"Romero y tomillo",2016-03,39516.81,1
"Chop-suey Chinese",2016-03,36508.69,3
"Paris spécialités",2016-03,36136.2,1
"Pericles Comidas clásicas",2016-03,34462.87,1
"Simons bistro",2016-03,34401.43,2
"Lehmanns Marktstand",2016-03,33660.95,2
"Eastern Connection",2016-03,32705.66,2
"Magazzini Alimentari Riuniti",2016-03,31733.49,1
"Maison Dewey",2016-03,31338.41,1
"Wilman Kala",2016-03,31290.53,1
"Ernst Handel",2016-03,30692.89,1
"Santé Gourmet",2016-03,29794.74,2
"Wellington Importadora",2016-03,29410.64,1
"Bon app'",2016-03,28948.42,1
"Piccolo und mehr",2016-03,25296.54,1
"Rancho grande",2016-03,19434.13,1
"Great Lakes Food Market",2016-03,16860.25,1
"The Big Cheese",2016-03,16763.55,1
"Die Wandernde Kuh",2016-03,15101.04,1
"Reggiani Caseifici",2016-03,13242.52,1
"Wartian Herkku",2016-03,11336.15,1
"Franchi S.p.A.",2016-03,10694.3,1
"Blondesddsl père et fils",2016-03,8361.35,1
"Tortuga Restaurante",2016-03,6555.62,1
"Familia Arquibaldo",2016-03,2622.55,1
"Split Rail Beer & Ale",2016-03,1352.75,1
GROSELLA-Restaurante,2016-03,1096.0,1
"Furia Bacalhau e Frutos do Mar",2016-04,163702.66,6
"Save-a-lot Markets",2016-04,152650.51,4
"Paris spécialités",2016-04,113179.41,4
"Ottilies Käseladen",2016-04,107807.34,3
LILA-Supermercado,2016-04,101035.03,2
"Gourmet Lanchonetes",2016-04,95846.54,3
LINO-Delicateses,2016-04,85804.61,3
"Laughing Bacchus Wine Cellars",2016-04,84730.83,2
"Ana Trujillo Emparedados y helados",2016-04,82953.18,2
"Spécialités du monde",2016-04,79231.6,3
"Princesa Isabel Vinhos",2016-04,77540.44,4
"Simons bistro",2016-04,69680.14,2
"Cactus Comidas para llevar",2016-04,68648.65,2
"Consolidated Holdings",2016-04,68560.13,2
"Drachenblut Delikatessen",2016-04,67227.85,2
"Familia Arquibaldo",2016-04,66686.0,3
IT,2016-04,63859.02,1
"Maison Dewey",2016-04,61994.91,2
"Seven Seas Imports",2016-04,58936.1,1
"Split Rail Beer & Ale",2016-04,57807.32,1
"Lonesome Pine Restaurant",2016-04,56751.31,2
"Morgenstern Gesundkost",2016-04,56320.82,2
"Lazy K Kountry Store",2016-04,56274.83,2
"Richter Supermarkt",2016-04,51809.26,2
"Alfreds Futterkiste",2016-04,50205.35,2
"Que Delícia",2016-04,47793.54,2
"Victuailles en stock",2016-04,47299.15,1
"The Cracker Box",2016-04,46563.77,1
"Wolski  Zajazd",2016-04,44825.63,2
"Eastern Connection",2016-04,44606.43,1
"La maison d'Asie",2016-04,44069.66,1
"Chop-suey Chinese",2016-04,43330.06,2
Frankenversand,2016-04,41490.69,1
"Lehmanns Marktstand",2016-04,40355.88,2
"B's Beverages",2016-04,38939.55,1
"FISSA Fabrica Inter. Salchichas S.A.",2016-04,38571.24,1
"Queen Cozinha",2016-04,34838.2,2
Vaffeljernet,2016-04,34248.62,2
"Toms Spezialitäten",2016-04,34209.24,1
"Wartian Herkku",2016-04,27819.42,1
"Franchi S.p.A.",2016-04,26697.69,1
"Magazzini Alimentari Riuniti",2016-04,23110.51,1
"Berglunds snabbköp",2016-04,22815.46,1
"Antonio Moreno Taquería",2016-04,22045.7,1
"Vins et alcools Chevalier",2016-04,21781.4,1
"The Big Cheese",2016-04,21392.46,1
"Blauer See Delikatessen",2016-04,21344.35,1
"Galería del gastrónomo",2016-04,20323.42,1
"Bon app'",2016-04,20249.85,2
"Océano Atlántico Ltda.",2016-04,19083.2,1
"Piccolo und mehr",2016-04,15374.06,1
"Du monde entier",2016-04,14967.89,1
"Tortuga Restaurante",2016-04,13171.18,1
HILARION-Abastos,2016-04,12936.38,2
"Hanari Carnes",2016-04,12911.12,1
GROSELLA-Restaurante,2016-04,12442.45,1
"Folk och fä HB",2016-04,11613.6,1
"Bottom-Dollar Markets",2016-04,8682.8,1
